Timestamp,EventType,Message
2026-03-11 00:14:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:14:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:14:24,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:14:24,ANOMALY_TIME,"Unusual time: 00:14"
2026-03-11 00:14:39,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 00:14:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:14:43,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:14:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:14:51,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:14:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:14:54,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:15:10,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 00:15:10,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:15:13,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:15:13,ANOMALY_TIME,"Unusual time: 00:15"
2026-03-11 00:15:13,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-03-11 00:15:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:15:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:15:19,ANOMALY_TIME,"Unusual time: 00:15"
2026-03-11 00:15:23,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:15:23,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:15:39,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 00:15:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:15:39,ANOMALY_CONF,"Low Avg Confidence (57.2%)"
2026-03-11 00:15:39,ANOMALY_TIME,"Unusual time: 00:15"
2026-03-11 00:15:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:15:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:15:49,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:15:50,ANOMALY_TIME,"Unusual time: 00:15"
2026-03-11 00:15:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:15:52,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:56:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:56:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:56:38,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:56:41,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:56:42,ANOMALY_TIME,"Unusual time: 00:56"
2026-03-11 00:56:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:56:45,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:57:01,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 00:57:01,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:57:04,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:57:07,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:57:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:57:14,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:57:14,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 00:57:29,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 00:57:29,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 00:57:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 00:57:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 00:57:40,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 00:57:42,ANOMALY_TIME,"Unusual time: 00:57"
2026-03-11 00:57:43,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 00:57:43,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 01:09:04,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:09:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:09:22,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:09:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 01:09:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 01:09:31,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 01:09:46,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 01:09:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:09:50,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:09:53,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:09:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 01:09:58,ANOMALY_TIME,"Unusual time: 01:09"
2026-03-11 01:10:06,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:10:12,ANOMALY_TIME,"Unusual time: 01:10"
2026-03-11 01:10:13,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:10:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:10:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:10:29,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:38:13,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:39:00,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:40:00,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:40:00,ANOMALY_TIME,"Unusual time: 01:40"
2026-03-11 01:40:34,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:42:07,ACCESS_GRANTED,"User Abhijeet verified"
2026-03-11 01:42:22,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:42:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:42:27,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:42:30,ANOMALY_CONF,"Low Avg Confidence (47.9%)"
2026-03-11 01:42:30,ANOMALY_TIME,"Unusual time: 01:42"
2026-03-11 01:42:30,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-03-11 01:42:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 01:42:34,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 01:42:34,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 01:42:34,ANOMALY_CONF,"Low Avg Confidence (58.5%)"
2026-03-11 01:42:34,ANOMALY_TIME,"Unusual time: 01:42"
2026-03-11 01:42:49,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 01:42:49,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:42:53,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:42:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:43:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:43:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:43:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:43:54,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-03-11 01:43:58,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-03-11 01:43:58,LOCKDOWN_START,"Max failed attempts reached"
2026-03-11 01:44:13,LOCKDOWN_END,"Lockdown Lifted"
2026-03-11 01:44:13,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:44:15,ANOMALY_TIME,"Unusual time: 01:44"
2026-03-11 01:44:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:44:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:44:21,ANOMALY_TIME,"Unusual time: 01:44"
2026-03-11 01:44:30,ACCESS_GRANTED,"User Abhay verified"
2026-03-11 01:44:33,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-03-11 01:44:35,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-03-11 01:44:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-03-11 01:44:39,ANOMALY_TIME,"Unusual time: 01:44"
2026-04-20 15:27:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:27:48,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 15:35:16,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:36:01,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 15:36:04,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 15:36:07,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 15:36:11,ANOMALY_CONF,"Low Avg Confidence (53.2%)"
2026-04-20 15:36:12,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 15:36:12,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 15:36:28,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 15:36:37,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:36:40,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 15:36:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 15:37:04,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 15:37:07,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 15:37:07,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 15:37:24,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 15:37:25,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:37:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 15:37:31,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 15:37:37,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 15:37:40,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 15:37:40,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 15:37:57,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 15:37:58,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:38:02,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 15:38:05,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 15:38:10,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 15:38:14,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 15:38:14,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 15:38:54,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 15:38:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 15:39:02,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 15:39:06,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 15:39:10,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 15:39:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 15:39:21,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 15:39:37,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 15:39:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:15:32,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:18:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:18:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:18:38,ANOMALY_CONF,"Low Avg Confidence (47.4%)"
2026-04-20 16:18:38,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:18:39,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:18:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:18:44,ANOMALY_CONF,"Low Avg Confidence (55.3%)"
2026-04-20 16:18:55,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:18:55,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:19:11,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:19:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:19:17,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:19:17,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:19:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:19:23,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:19:27,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:19:28,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:19:28,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:19:44,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:19:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:19:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:19:51,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:19:56,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:20:02,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:20:02,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:20:17,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:20:19,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:20:24,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:20:27,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:20:27,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:20:30,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:20:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:20:36,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:20:54,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:20:55,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:20:59,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:21:01,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:21:06,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:21:10,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:21:10,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:28:44,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:28:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:28:47,ANOMALY_CONF,"Low Avg Confidence (48.4%)"
2026-04-20 16:28:47,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:28:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:28:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:28:58,ANOMALY_CONF,"Low Avg Confidence (48.4%)"
2026-04-20 16:28:58,ANOMALY_IDENTITY,"Multiple Identities (3)"
2026-04-20 16:28:59,ACCESS_GRANTED,"User Abhijeet verified"
2026-04-20 16:29:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:29:11,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:29:15,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:29:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:29:22,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:29:22,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:29:37,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:29:41,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:29:45,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:29:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:29:55,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:29:58,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:29:58,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:48:59,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:49:20,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:49:29,ACCESS_GRANTED,"User Abhijeet verified"
2026-04-20 16:49:36,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:49:42,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:49:44,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:49:47,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:49:52,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:49:52,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:49:52,ANOMALY_CONF,"Low Avg Confidence (57.8%)"
2026-04-20 16:50:08,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:50:08,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:50:15,ACCESS_DENIED,"ACCESS DENIED - Attempt 2/5"
2026-04-20 16:50:18,ACCESS_DENIED,"ACCESS DENIED - Attempt 3/5"
2026-04-20 16:50:21,ACCESS_DENIED,"ACCESS DENIED - Attempt 4/5"
2026-04-20 16:50:26,ACCESS_DENIED,"ACCESS DENIED - Attempt 5/5"
2026-04-20 16:50:26,LOCKDOWN_START,"Max failed attempts reached"
2026-04-20 16:50:41,LOCKDOWN_END,"Lockdown Lifted"
2026-04-20 16:50:41,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:54:48,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 16:55:46,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
2026-04-20 20:09:57,ACCESS_DENIED,"ACCESS DENIED - Attempt 1/5"
